customerID,gender,age_first_order,user_agent_brand,user_agent_os,ip_address_geopoint,ip_address_country,campaign,pages_visited_avg,high_revenue
008885,,48,Chrome,Windows,POINT(0.2383 51.167),United Kingdom,true,10.0,False
009245,F,56,Firefox,Windows,POINT(2.3387 48.8582),France,true,17.0,False
009625,M,63,Chrome,Windows,POINT(28.2093 -26.1395),South Africa,false,8.333333333333334,False
009910,F,62,Chrome,Windows,POINT(-97.822 37.751),United States,true,7.8,False
009918,M,43,Chrome,Windows,POINT(-97.822 37.751),United States,false,15.0,False
00bx65,,63,Safari,MacOS X,POINT(-79.3716 43.6319),Canada,true,11.0,False
00q4am,,36,Chrome,Windows,POINT(113.722 34.7732),China,true,12.0,False
00tguu,,63,Chrome,Windows,POINT(113.722 34.7732),China,false,10.0,False
010116,F,,Safari,MacOS X,POINT(129.0442 35.1003),South Korea,true,12.2,False
010308,F,27,Chrome,Windows,POINT(-70.6653 -33.4513),Chile,false,17.0,False
010311,,31,Firefox,MacOS X,POINT(-97.822 37.751),United States,true,15.0,False
010379,M,48,Chrome,Windows,POINT(9.491 51.2993),Germany,false,17.0,False
010681,F,20,Chrome,MacOS X,POINT(-97.822 37.751),United States,false,15.0,False
010684,M,17,Chrome,Linux,POINT(153.0224 -27.4743),Australia,false,15.0,False
010797,M,49,Firefox,Windows,POINT(-8.6793 41.1691),Portugal,true,8.4,True
010839,F,26,Chrome,Windows,POINT(1.9218 48.8513),France,false,20.0,False
010952,F,21,Chrome,Windows,POINT(120.602 31.3093),China,true,13.0,False
011015,M,61,Chrome,Windows,POINT(20.8846 52.1922),Poland,false,10.0,False
011177,M,31,Chrome,Windows,POINT(126.9741 37.5112),South Korea,true,11.666666666666666,False
011274,F,28,Chrome,Windows,POINT(121.476 31.242),China,false,13.0,False
011363,M,55,Chrome,MacOS X,POINT(12.2116 51.302),Germany,false,7.0,False
011387,M,29,Safari,MacOS X,POINT(44.5035 48.7168),Russia,true,11.333333333333334,False
011439,M,,Firefox,Windows,POINT(-87.6318 41.8874),United States,true,8.75,False
011451,M,,Firefox,Windows,POINT(4.3447 50.8509),Belgium,true,13.333333333333334,False
011753,M,23,Chrome,Windows,POINT(-97.822 37.751),United States,false,9.0,False
011804,M,34,Chrome,MacOS X,POINT(128.9954 35.0812),South Korea,true,6.8,False
011849,F,33,Safari,MacOS X,POINT(28.8574 47.0042),Moldova,true,10.8,False
011861,F,,Chrome,Windows,POINT(-6.2591 53.3382),Ireland,false,7.333333333333333,False
012173,M,45,Chrome,Windows,POINT(-70.6231 -33.4272),Chile,true,12.0,True
012231,M,27,Firefox,Windows,POINT(9.491 51.2993),Germany,false,10.0,False
012324,F,66,Chrome,Windows,POINT(39.2847 -6.7963),Tanzania,false,11.0,False
012332,,37,Safari,MacOS X,POINT(113.722 34.7732),China,true,11.0,False
012334,,66,Chrome,Windows,POINT(-97.822 37.751),United States,false,11.0,False
012337,F,42,Firefox,Linux,POINT(-1.392 52.5028),United Kingdom,true,13.666666666666666,False
012634,M,62,Chrome,Windows,POINT(10.7559 59.9452),Norway,false,8.5,False
012671,,29,Chrome,Windows,POINT(-97.822 37.751),United States,false,10.8,False
012726,,55,IE,Windows,POINT(-46.7906 -23.5218),Brazil,true,14.333333333333334,True
012730,F,52,Chrome,MacOS X,POINT(5.0231 51.6782),Netherlands,false,10.5,True
013091,F,44,Chrome,Windows,POINT(126.9741 37.5112),South Korea,true,18.0,False
013125,F,59,Chrome,Windows,POINT(11.031 50.9777),Germany,true,12.5,False
013143,M,17,Chrome,Windows,POINT(13.9256 42.8529),Italy,false,8.0,False
013205,,44,Chrome,Windows,POINT(139.4814 35.7077),Japan,false,11.5,False
013226,F,18,Chrome,Windows,POINT(4.3447 50.8509),Belgium,false,6.0,False
013331,,69,Chrome,Windows,POINT(-97.822 37.751),United States,true,14.0,True
013729,,54,Chrome,Windows,POINT(-97.822 37.751),United States,true,13.0,False
014190,F,,Firefox,Windows,POINT(140.1276 35.6063),Japan,true,11.4,False
014418,M,52,Chrome,Windows,POINT(9.491 51.2993),Germany,false,11.0,False
014514,M,52,Firefox,Windows,POINT(-97.822 37.751),United States,true,11.0,False
014796,M,17,Firefox,Windows,POINT(114.1657 22.2578),Hong Kong,true,14.0,False
014830,M,34,Chrome,Windows,POINT(-81.3566 40.7999),United States,false,12.0,False
014834,M,48,Chrome,Windows,POINT(-77.0428 -12.0464),Peru,false,9.5,False
014887,F,18,Chrome,Windows,POINT(116.9972 36.6683),China,true,12.0,False
014934,M,50,Firefox,Windows,POINT(121.241 30.176),China,false,11.0,False
014960,M,38,Chrome,Linux,POINT(-97.822 37.751),United States,true,14.0,False
015041,M,48,Chrome,MacOS X,POINT(-97.822 37.751),United States,false,14.0,False
015096,M,43,Firefox,Windows,POINT(39.7189 47.2361),Russia,false,12.6,False
015211,,55,Firefox,Windows,POINT(-93.6124 41.6021),United States,false,9.0,False
015420,M,48,Chrome,Windows,POINT(-88.1282 41.7323),United States,true,10.5,True
015745,F,,Chrome,Windows,POINT(-79.3716 43.6319),Canada,true,13.0,True
015910,M,47,Chrome,Windows,POINT(-97.822 37.751),United States,false,14.0,False
015929,F,33,IE,Windows,POINT(-97.822 37.751),United States,true,11.0,False
015fq0,F,60,Safari,MacOS X,POINT(-99.1329 19.2894),Mexico,false,12.0,False
016219,M,67,Chrome,Windows,POINT(-35.2235 -5.8111),Brazil,true,10.25,False
016263,M,31,Firefox,Windows,POINT(-7.6184 33.5922),Morocco,false,9.0,False
016322,,49,Firefox,Linux,POINT(-97.822 37.751),United States,false,14.0,False
016473,,,Chrome,Windows,POINT(-97.822 37.751),United States,false,8.333333333333334,False
016499,F,16,Chrome,Windows,POINT(106.8296 -6.1741),Indonesia,true,13.0,False
016640,F,43,Chrome,Windows,POINT(127.1968 37.2345),South Korea,false,9.0,False
016828,,,Chrome,Windows,POINT(104.0667 30.6667),China,false,9.25,False
017071,F,45,Chrome,Windows,POINT(-97.822 37.751),United States,false,19.0,False
017257,F,29,Chrome,Linux,POINT(113.722 34.7732),China,true,7.0,False
017392,F,23,Chrome,Windows,POINT(139.6895 35.6897),Japan,true,13.0,False
017817,F,47,Chrome,MacOS X,POINT(13.4059 52.5155),Germany,false,11.0,False
018044,M,71,Firefox,Linux,POINT(-97.822 37.751),United States,true,11.0,False
018177,M,16,Chrome,Windows,POINT(77.006 20.0063),India,false,12.5,False
018281,M,39,Chrome,Windows,POINT(139.6895 35.6897),Japan,true,10.166666666666666,False
018303,,44,Chrome,Windows,POINT(113.722 34.7732),China,false,10.0,False
018436,M,69,Chrome,Windows,POINT(11.2316 46.0702),Italy,false,11.0,False
018800,F,47,Chrome,Windows,POINT(-97.822 37.751),United States,false,13.666666666666666,False
018811,M,67,Chrome,MacOS X,POINT(13.2609 41.6929),Italy,true,11.0,False
019607,M,54,Firefox,Linux,POINT(9.9738 53.6082),Germany,false,8.4,True
019747,F,32,Chrome,Windows,POINT(-97.822 37.751),United States,false,9.0,False
01ayjs,,57,Chrome,Linux,POINT(-97.822 37.751),United States,true,14.5,False
020243,M,26,Safari,MacOS X,POINT(22.4217 39.644),Greece,false,9.0,False
020289,F,46,Firefox,Linux,,,false,8.25,False
020387,M,37,Chrome,MacOS X,POINT(-97.822 37.751),United States,false,10.5,False
020392,F,62,Chrome,Windows,POINT(112.5 2.5),Malaysia,false,13.333333333333334,False
020398,F,61,Chrome,Windows,POINT(143.2104 -33.494),Australia,false,12.5,False
020902,F,62,Chrome,MacOS X,POINT(10.0398 51.7998),Germany,true,9.333333333333334,True
021136,F,33,Safari,MacOS X,POINT(153.0196 -27.4719),Australia,false,9.0,False
021160,F,50,Chrome,Windows,POINT(5.5956 58.9996),Norway,false,13.0,False
021174,F,33,Chrome,MacOS X,POINT(114.2662 30.5851),China,false,12.0,False
021969,M,61,Chrome,MacOS X,POINT(-97.822 37.751),United States,false,16.0,False
022146,F,64,Chrome,Windows,POINT(121 23.5),Taiwan,true,10.5,False
022569,F,59,Chrome,Windows,POINT(26.0422 44.4117),Romania,false,11.0,False
022639,F,68,Firefox,Windows,POINT(-97.822 37.751),United States,true,9.5,False
022876,F,,Edge,Windows,POINT(38.8359 58.0449),Russia,true,15.333333333333334,False
022916,M,15,Firefox,Linux,,,false,9.75,False
022916,M,46,Chrome,Windows,POINT(-74.8092 11.0071),Colombia,false,9.75,False
023052,M,36,Chrome,Windows,POINT(-97.822 37.751),United States,false,12.0,False
023407,M,25,Firefox,Windows,POINT(-118.2661 34.0494),United States,true,11.25,False
023701,M,62,Safari,MacOS X,POINT(-46.6409 -23.6283),Brazil,false,14.5,False
023864,M,51,Chrome,MacOS X,POINT(-84.8056 35.5045),United States,false,14.0,False
023899,F,38,Firefox,Windows,POINT(-38.4807 -12.8671),Brazil,true,14.0,False
023931,,41,Chrome,Windows,POINT(-81.6155 30.2441),United States,false,13.0,False
024037,M,,Chrome,Windows,POINT(-73.9461 40.7009),United States,false,10.5,False
024205,F,19,Chrome,Windows,,,false,11.0,False
024448,F,71,Chrome,Windows,POINT(139.6895 35.6897),Japan,false,9.5,False
024475,,60,Chrome,Windows,POINT(36.9672 -1.1489),Kenya,false,11.0,True
024532,M,49,Chrome,Windows,POINT(-97.822 37.751),United States,false,8.5,False
024590,F,70,Safari,MacOS X,POINT(130.3908 33.5988),Japan,false,11.5,False
024767,M,,Chrome,MacOS X,POINT(31.223 30.0355),Egypt,false,10.0,False
024774,,28,Chrome,MacOS X,POINT(19.8952 50.0839),Poland,true,18.0,False
024870,M,74,Chrome,Windows,POINT(-97.822 37.751),United States,false,9.5,False
024942,M,67,Edge,Windows,POINT(-68.9646 18.4198),Dominican Republic,false,15.0,False
024982,F,65,Firefox,Windows,POINT(2.4151 48.6847),France,false,15.0,False
025189,F,40,Firefox,Windows,POINT(-97.822 37.751),United States,false,13.0,False
025281,M,58,Firefox,Windows,POINT(21.7311 38.2475),Greece,true,11.5,False
025317,M,33,Chrome,MacOS X,POINT(5.8715 51.8199),Netherlands,true,13.25,False
025478,M,52,Chrome,Windows,POINT(77.006 20.0063),India,true,7.0,True
025558,F,71,Safari,MacOS X,POINT(36.2566 49.982),Ukraine,false,14.0,False
025572,F,48,Chrome,Windows,POINT(151.2006 -33.8715),Australia,true,13.0,False
025581,M,67,Safari,MacOS X,POINT(115.6622 34.4133),China,false,14.0,False
025714,F,56,Chrome,Windows,POINT(18.2326 46.0911),Hungary,false,10.0,False
025904,M,23,Chrome,Windows,POINT(4.8975 52.3759),Netherlands,true,10.0,False
026076,,22,Safari,MacOS X,POINT(-97.822 37.751),United States,false,17.0,False
026484,F,,Chrome,Windows,POINT(-123.1337 49.245),Canada,false,16.0,False
026825,M,,Chrome,Linux,POINT(7.1318 43.5652),France,false,7.0,False
027128,F,54,Chrome,Windows,POINT(27.8376 -26.3811),South Africa,false,6.5,False
027163,M,53,Chrome,Windows,POINT(-97.822 37.751),United States,true,9.166666666666666,False
027262,F,54,Chrome,Windows,POINT(-97.822 37.751),United States,false,11.0,False
027498,F,22,Chrome,Windows,POINT(113.722 34.7732),China,false,13.0,False
027822,M,,Chrome,Windows,POINT(13.8671 43.0199),Italy,false,14.0,False
027873,F,51,Firefox,Windows,POINT(123.4314 41.7806),China,true,9.5,False
027873,M,15,Chrome,Linux,POINT(10.9161 48.6929),Germany,false,9.5,False
027928,M,33,Safari,MacOS X,POINT(124.3686 43.1633),China,false,10.0,False
028046,M,58,Safari,MacOS X,POINT(-97.822 37.751),United States,false,11.0,False
028066,,34,IE,Windows,POINT(120.1612 30.2994),China,true,10.75,False
028161,F,67,Edge,Windows,POINT(-119.7257 45.8234),United States,false,11.75,False
028224,M,49,Safari,MacOS X,POINT(113.722 34.7732),China,false,11.0,False
028250,M,61,Chrome,Windows,POINT(-97.822 37.751),United States,false,11.75,False
028255,,37,Chrome,Windows,POINT(123.9653 47.3445),China,false,12.0,False
028307,F,45,Safari,MacOS X,POINT(18.0948 44.7297),Bosnia and Herzegovina,false,7.0,False
028315,M,49,Chrome,MacOS X,POINT(139.9352 35.7201),Japan,true,7.666666666666667,True
028440,F,,Chrome,Windows,POINT(40.4998 64.4777),Russia,false,13.0,False
028476,F,48,Firefox,Windows,POINT(-97.822 37.751),United States,false,11.25,False
028478,F,27,Chrome,Linux,POINT(-1.5292 52.3006),United Kingdom,false,16.0,False
029025,F,65,Chrome,Windows,POINT(33 35),Cyprus,false,10.666666666666666,True
0292mb,F,45,Chrome,Windows,POINT(-97.822 37.751),United States,false,9.0,False
029316,,41,Chrome,MacOS X,POINT(-97.822 37.751),United States,false,9.0,False
029352,,48,Safari,MacOS X,POINT(-97.822 37.751),United States,true,9.333333333333334,False
029412,M,67,Chrome,Windows,POINT(-97.822 37.751),United States,false,6.0,False
029650,M,21,Firefox,Windows,POINT(-97.822 37.751),United States,false,7.0,False
029666,M,44,Safari,MacOS X,POINT(19.3535 47.5964),Hungary,true,12.5,False
029672,M,70,Chrome,Windows,POINT(105.9984 16.002),Vietnam,true,11.666666666666666,True
029923,M,62,Firefox,Windows,POINT(19.5 48.6667),Slovakia,false,17.0,False
02s8yp,F,47,Chrome,Windows,POINT(-97.822 37.751),United States,false,15.5,False
030004,M,20,Chrome,Linux,POINT(-97.822 37.751),United States,true,10.0,False
030293,F,44,Chrome,Windows,POINT(113.722 34.7732),China,true,8.4,False
030314,F,58,Chrome,Windows,POINT(-97.822 37.751),United States,true,13.666666666666666,False
030427,M,42,Chrome,Windows,POINT(-97.822 37.751),United States,false,10.75,False
030474,F,41,Chrome,Windows,POINT(4.3447 50.8509),Belgium,false,10.0,False
030647,,58,Firefox,Windows,POINT(-122.5331 47.6463),United States,false,14.0,False
030666,M,18,Chrome,Windows,POINT(-46.5616 -23.695),Brazil,false,11.0,False
030780,F,37,Chrome,Windows,POINT(139.8958 35.7834),Japan,true,11.5,False
031045,M,63,Chrome,Windows,POINT(-96.1663 42.7985),United States,false,10.666666666666666,False
031173,M,55,Chrome,Windows,POINT(121 23.5),Taiwan,false,7.333333333333333,False
031197,F,52,Chrome,MacOS X,POINT(9.3571 56.1771),Denmark,false,10.0,False
031278,F,,Chrome,Windows,POINT(-90.2525 15.4974),Guatemala,true,10.5,False
031504,M,,Chrome,Windows,POINT(-97.822 37.751),United States,false,15.0,False
031509,M,45,Chrome,Windows,POINT(4.8995 52.3824),Netherlands,false,14.0,False
031874,F,36,Chrome,MacOS X,POINT(121 23.5),Taiwan,true,8.75,False
031876,M,54,Chrome,MacOS X,POINT(17.9948 59.3591),Sweden,true,10.333333333333334,False
032003,M,56,Chrome,Windows,POINT(-118.347 33.889),United States,true,10.5,False
032069,,,Chrome,Windows,POINT(121 23.5),Taiwan,false,11.25,False
032187,,31,Safari,MacOS X,POINT(-97.822 37.751),United States,true,13.0,False
032217,F,47,Chrome,Windows,POINT(-76.5373 43.0497),United States,false,8.0,False
032281,F,41,Chrome,MacOS X,POINT(1.9076 47.9047),France,false,18.0,False
032480,,58,Safari,MacOS X,POINT(9.9717 48.3991),Germany,false,9.0,False
032638,F,48,Chrome,MacOS X,POINT(9.4613 34.4739),Tunisia,true,12.4,False
032754,F,52,Chrome,Windows,POINT(121.4471 31.1959),China,true,9.0,False
032787,M,40,Chrome,Windows,POINT(6.0645 43.402),France,false,12.333333333333334,False
032916,M,61,Firefox,Windows,POINT(2.8431 42.7095),France,false,6.333333333333333,False
032960,F,40,Chrome,Windows,POINT(-97.822 37.751),United States,true,10.142857142857142,True
032986,F,32,Chrome,Windows,POINT(113.722 34.7732),China,false,18.0,False
033014,M,66,Chrome,Linux,POINT(12.1097 43.1479),Italy,false,10.0,False
033133,M,34,Firefox,Windows,POINT(143.2104 -33.494),Australia,true,16.0,False
033169,F,65,Chrome,Windows,POINT(126.9741 37.5112),South Korea,false,15.0,False
033314,F,16,Chrome,Windows,POINT(-80.2222 43.3662),Canada,false,13.5,False
033396,F,39,Chrome,Windows,POINT(-97.822 37.751),United States,false,11.0,False
033538,F,71,Chrome,Linux,POINT(11.5683 48.1663),Germany,true,11.5,False
033835,F,64,Chrome,Windows,POINT(9.491 51.2993),Germany,false,14.0,False
033837,M,,Chrome,Windows,POINT(18.056 59.3247),Sweden,true,12.0,False
033847,M,62,Safari,MacOS X,POINT(113.722 34.7732),China,true,13.0,False
033949,F,66,Chrome,Windows,POINT(12.1097 43.1479),Italy,false,14.0,False
033992,M,69,Chrome,MacOS X,POINT(-97.822 37.751),United States,true,11.666666666666666,True
034091,F,29,Edge,Windows,POINT(-97.822 37.751),United States,false,9.0,False
034319,F,30,Chrome,Windows,POINT(8.0743 48.6306),Germany,false,10.0,False
034495,F,51,Chrome,MacOS X,POINT(-43.2192 -22.8305),Brazil,false,11.0,False
034868,M,61,Chrome,MacOS X,POINT(7.4138 43.7312),Monaco,true,9.5,True
034xkq,F,31,Safari,MacOS X,POINT(121.3105 31.3439),China,true,11.5,False
035048,M,35,Safari,MacOS X,POINT(-97.822 37.751),United States,true,9.0,False
035287,F,,Chrome,Windows,POINT(-51.4456 -6.8347),Brazil,false,13.0,False
035325,F,17,Safari,MacOS X,POINT(31.223 30.0355),Egypt,false,11.0,False
035516,F,49,Chrome,Windows,POINT(72.5871 23.0276),India,false,14.0,False
035723,,69,Chrome,Windows,POINT(23.8924 54.9038),Lithuania,false,15.0,False
035749,F,47,Safari,MacOS X,POINT(-43.2192 -22.8305),Brazil,false,15.0,False
035814,F,34,Chrome,Windows,POINT(-97.822 37.751),United States,false,10.0,False
035829,M,33,Chrome,Windows,POINT(120.3719 36.0986),China,false,15.0,False
036022,F,22,Chrome,MacOS X,POINT(114.1657 22.2578),Hong Kong,false,12.0,False
036173,F,15,Chrome,MacOS X,POINT(-97.822 37.751),United States,false,5.0,False
036645,F,21,Chrome,MacOS X,POINT(-1.2926 51.7155),United Kingdom,true,8.0,False
036847,F,42,Chrome,Windows,POINT(-79.9642 40.5379),United States,false,17.0,False
037187,,71,Chrome,MacOS X,POINT(-81.6215 41.3154),United States,false,11.0,False
037240,F,24,Chrome,MacOS X,POINT(19.0947 47.5636),Hungary,false,14.0,False
037278,M,74,IE,Windows,POINT(-121.8916 37.3388),United States,false,6.0,False
037553,M,69,Chrome,MacOS X,POINT(-97.822 37.751),United States,false,11.333333333333334,True
037569,F,47,Chrome,Windows,POINT(-97.822 37.751),United States,false,11.0,False
037662,F,76,Chrome,MacOS X,POINT(139.6466 35.4343),Japan,false,12.5,False
037681,F,,Chrome,Windows,POINT(-97.822 37.751),United States,false,9.0,False
037936,F,44,Chrome,Windows,POINT(-97.822 37.751),United States,false,16.0,False
038040,F,68,Chrome,Windows,POINT(-97.822 37.751),United States,false,11.0,False
038165,F,71,Chrome,Windows,POINT(47.0611 34.3117),Iran,false,10.333333333333334,False
038444,F,45,Firefox,Windows,POINT(-97.822 37.751),United States,true,14.25,False
038453,F,,Firefox,Windows,POINT(14.3269 41.0705),Italy,false,12.333333333333334,True
038551,M,,Chrome,Windows,POINT(113.722 34.7732),China,false,10.0,False
038653,,40,Chrome,Windows,POINT(77.006 20.0063),India,false,7.0,False
038691,M,29,Safari,MacOS X,POINT(24.082 61.471),Finland,true,5.0,False
038800,F,59,Chrome,Windows,POINT(139.6895 35.6897),Japan,false,11.0,False
038811,F,59,Chrome,Windows,POINT(22.1482 61.3209),Finland,false,10.2,True
038828,F,,Chrome,Windows,POINT(-97.822 37.751),United States,false,14.5,False
038900,F,35,Chrome,Windows,POINT(113.722 34.7732),China,false,15.0,False
038909,M,41,Chrome,Windows,POINT(-44.0394 -19.6447),Brazil,false,12.0,False
039113,F,51,Chrome,MacOS X,POINT(121 23.5),Taiwan,false,14.0,False
039226,M,29,Chrome,Windows,POINT(-97.822 37.751),United States,true,11.75,False
039454,F,66,Safari,MacOS X,POINT(23.5943 46.7657),Romania,false,9.5,False
039768,F,,Chrome,Windows,POINT(-85.6936 38.1405),United States,false,11.0,False
039772,,57,Chrome,MacOS X,POINT(-97.822 37.751),United States,true,7.5,True
039998,F,62,Chrome,Windows,POINT(116.385 39.9285),China,false,9.2,False
03i0ia,F,62,Chrome,Windows,POINT(19.0947 47.5636),Hungary,true,7.5,False
040203,M,70,Chrome,MacOS X,POINT(-97.822 37.751),United States,false,13.0,False
040413,F,46,Chrome,Windows,POINT(-96.805 32.7767),United States,false,13.333333333333334,False
040425,F,71,Safari,MacOS X,POINT(24 -29),South Africa,true,12.5,False
040557,M,59,Chrome,Windows,POINT(113.722 34.7732),China,false,15.0,False
040714,,73,Chrome,MacOS X,POINT(-97.822 37.751),United States,false,8.75,False
040721,F,41,Chrome,MacOS X,POINT(-97.822 37.751),United States,true,11.5,False
040872,F,44,Chrome,Windows,POINT(174 -41),New Zealand,false,8.5,False
040906,M,45,Chrome,Windows,POINT(139.6895 35.6897),Japan,true,10.666666666666666,True
040906,M,69,Chrome,Linux,POINT(-97.822 37.751),United States,false,10.666666666666666,True
040992,M,40,Chrome,Windows,POINT(-97.822 37.751),United States,false,10.0,True
041063,M,19,Chrome,Windows,POINT(118.7738 32.0589),China,false,11.0,False
041266,M,,Chrome,Windows,POINT(-84.1079 35.7515),United States,false,11.666666666666666,False
041476,,75,Safari,MacOS X,POINT(-43.2192 -22.8305),Brazil,true,12.5,False
041493,M,51,Chrome,Windows,POINT(5.8021 51.0433),Netherlands,false,12.0,False
041619,M,21,Chrome,Windows,POINT(103.8397 36.0647),China,false,11.0,False
041695,F,44,Chrome,Windows,POINT(4.8975 52.3759),Netherlands,false,10.0,False
